,,53,마크툽,,오늘도 빛나는 너에게,가능,,TRUE,FALSE,"별빛이 내린 밤
그 풍경 속 너와 나
날 새롭게 하는
따뜻하게 만드는
니 눈빛 니 미소
영원히 담아둘게

너로 가득한 맘
널 닮아가는 나
날 위한 선물
꿈보다 더 아름다운
서로의 품에서
끝 없는 밤을 걷자

나의 모든 날들을 다 주고싶어
내 이 맘을 모두 전하고 싶어
잠들지 못한
푸른 바람들
이렇게 밝게 이 밤을 비춰

너와 작은 일상을 함께 하는게
내 가장 큰 기쁨인걸 넌 알까
내 세상 속에
넌 빛이 되어
지금 모습 그대로 내 곁에만

행복이 짙은 날
어둠이 없는 밤
같은 맘 속에
같은 꿈이 피어난 건
우리의 정해진
운명이 맞닿은거야

나의 모든 날들을 다 주고싶어
내 이 맘을 모두 전하고 싶어
잠들지 못한
푸른 바람들
이렇게 밝게 이 밤을 비춰

너와 작은 일상을 함께 하는게
내 가장 큰 기쁨인걸 넌 알까
내 세상 속에
넌 빛이 되어
지금 모습 그대로 내 곁에만

내게 온 너란 빛이 눈 부셔도
네 앞에서 한 순간도 눈 감지 않아

다가올 시간도
계절의 바람도
널 데려가지 못하게

내가 더 좋은 사람이 되고 싶어
더 아름답게 널 안을 수 있게
잠들지 못한
잠들 수 없는
바람들이 널 부르고 있어

언제까지나 너와 함께 할거야
내 마지막 숨결도 너일거야
내 세상 속에
넌 빛이 되어
지금 모습 그대로 내 곁에만

이렇게 밝게 이 밤을 비춰",
,,54,마크툽,,Marry Me,가능,,FALSE,FALSE,"비내리는 날엔
우산이 돼주고
어둠이 오면 빛이 돼줄게
추운 겨울이면
난로가 돼주고
더운 날엔 바람이 될게
잠이 들 때까지 머릴 만져줄게
니가 두려울 때마다 꼭 옆에
있어줄게
갑작스런 맘에 문득
떠나고 싶으면
내일 무슨 일이 있어도 함께
떠나줄게
Marry Me
내 손 잡아줄래요
Marry Me
나와 평생 함께 할래요
남은 나의 모든 삶
오직 그대 남자로 살고 싶어요
Marry Me darling
나와 결혼해줄래요
순간뿐이 아냐 많이 생각했어
헌데 내 사랑을 줄 수 있는 여잔
너밖에 없어
차갑고 어두운 험하고
쓸쓸한 세상 속
평생의 동반자로 함께
걸어가고 싶어
Marry Me
내 손 잡아줄래요
Marry Me
나와 평생 함께 할래요
남은 나의 모든 삶
오직 그대 남자로 살고 싶어요
Marry Me darling
나와 결혼해줄래요
내 안에 숨쉬는 아름 다운 그대
영원히 같은 꿈을 꾼다면 얼마나
좋을까
믿어요 Marry Me
그대와 함께 하는 매일이
내겐 천국이죠
나와 결혼해줄래요
비내리는 날엔
우산이 돼주고
어둠이 오면 빛이 돼줄게",
,,55,멜로망스,,고백,가능,,FALSE,FALSE,"달이 차고 내 마음도 차고
이대로 담아 두기엔
너무 안타까워
너를 향해 가는데

달은 내게 오라 손짓하고
귓속에 얘길 하네
지금 이 순간이
바로 그 순간이야

제일 마음에 드는 옷을 입고
노란 꽃 한 송이를 손에 들고
널 바라 보다 그만
나도 모르게 웃어버렸네

이게 아닌데
내 마음은 이게 아닌데
널 위해 준비한 오백 가지
멋진 말이 남았는데

사랑한다는
그 흔한 말이 아니야
그 보단 더욱더 로맨틱하고
달콤한 말을 준비했단 말야

숨이 차고 밤 공기도 차고
두 눈을 감아야만
네 모습이 보여
걸을 수가 없는데

구름 위를 걷는다는 말이
과장이 아니란 걸 알게 됐어
널 알게 된 후부터 나의 모든 건
다 달라졌어

이게 아닌데
내 마음은 이게 아닌데
널 위해 준비한 오백 가지
멋진 말이 남았는데

사랑한다는 그 흔한 말이 아니야
그 보단 더욱더 로맨틱하고
달콤한 말을 준비했단 말야

나를 봐줘요 내 말을 들어봐 줘요
아무리 생각을 하고 또 해도
믿어지지 않을 만큼 사랑해",
,,56,멜로망스,,선물,가능,,FALSE,FALSE,"빛이 들어오면 자연스레 뜨던 눈
그렇게 너의 눈빛을 보곤
사랑에 눈을 떴어

항상 알고 있던 것들도 어딘가
새롭게 바뀐 것 같아
남의 얘기 같던 설레는 일들이
내게 일어나고 있어

나에게만 준비된 선물 같아
자그마한 모든 게 커져만 가
항상 평범했던 일상도
특별해지는 이 순간

별생각 없이 지나치던 것들이
이제는 마냥 내겐 예뻐 보이고
내 맘을 설레게 해

항상 어두웠던 것들도 어딘가
빛나고 있는 것 같아
남의 얘기 같던 설레는 일들이
내게 일어나고 있어

나에게만 준비된 선물 같아
자그마한 모든 게 커져만 가
항상 평범했던 일상도
특별해지는 이 순간

너를 알게 된 뒤 보이는
모든 것들이 너무 예뻐 보여
그렇게 신난 아이처럼
순수한 사람이 된 것 같아

나에게만 준비된 선물 같아
자그마한 모든 게 커져만 가
항상 평범했던 일상도
특별해지는 이 순간
깊은 사랑에 빠진 순간",
,,57,멜로망스,,취중고백,가능,,FALSE,FALSE,"뭐하고 있었니 늦었지만
잠시 나올래
너의 집 골목에 있는
놀이터에 앉아 있어
친구들 만나서 오랜만에
술을 좀 했는데
자꾸만 니 얼굴 떠올라
무작정 달려왔어
이 맘 모르겠니
요즘 난 미친 사람처럼
너만 생각해
대책없이 네가 점점 좋아져
아냐 안 취했어 진짜야
널 정말 사랑해
눈물이 날만큼 원하고 있어
정말로 몰랐니
가끔 전화해 장난치듯
주말엔 뭐할거냐며
너의 관심 끌던 나를
그리고 한번씩 누나 주려 샀는데
너 그냥 준다고
생색 낸 선물도 너 때문에 산거야
이 맘 모르겠니
요즘 난 미친 사람처럼
너만 생각해
대책없이 네가 점점 좋아져
아냐 안 취했어 진짜야
널 정말 사랑해
진심이야 믿어줘
갑자기 이런 말 놀랐다면 미안해
부담이 되는게 당연해
이해해 널
하지만 내 고백도 이해해 주겠니 oh
지금 당장 대답하진마
나와 일주일만 사귀어줄래
후회없이 잘 해주고 싶은데
그 후에도 니가 싫다면
나 그때 포기할게
귀찮게 안할게 혼자 아플게
진심이야 너를 사랑하고 있어",
,,58,모트,,도망가지마,가능,,FALSE,FALSE,"맘에 안 드는데 넌 왜 아직까지 내 옆에 있어
이러다 밤이라도 만날까 걱정돼
몇 번을 부딪혀봐도 난 네가 좋은 걸 어떡해
너도 나와 같은 마음일 거라고 생각해

I believe you and you believe me
이제 네 마음을 보여줘도 돼
더 숨기지마
I believe you and you believe me
지나간 일은 모두 놓아주러 갈까
더 도망가지마

우린 서로 다가가면 더 멀어지는 게 이상해
이러다 혼자 남게 될까 난 걱정돼
몇 번을 부딪혀봐도 난 네가 좋은 걸 어떡해
너도 나와 같은 마음일 거라고 생각해

좀 서투른 내 말이 널 아프게 한 건
진심이 아니란 걸
누구보다 너가 더 날 잘 알고 있잖아
분주해진 하루에 널 담고 가면
난 정말 괜찮을 텐데 너는 어때 너는 어때

I believe you and you believe me
이제 네 마음을 보여줘도 돼
더 숨기지마
I believe you and you believe me
지나간 일은 모두 놓아주러 갈까
더 도망가지마

I believe you and you believe me
이제 네 마음을 보여줘도 돼
더 숨기지마
I believe you and you believe me
지나간 일은 모두 놓아주러 갈까
더 도망가지마

오늘 네 하루는 어땠어
맘에 안 드르는 일들도
털어놓자 서로의 품에
길을 걷다 넘어지면 내가 찾아갈게
그렇게 있어주면 안 될까

I believe you and you believe me
이제 네 마음을 보여줘도 돼
(보여줄래 숨기지 말고)
I believe you and you believe me
지나간 일은 모두 놓아주러 갈까
(놓아줄까 도망가지 말고)

I believe you and you believe me
이제 네 마음을 보여줘도 돼
(보여줄래 숨기지 말고)
I believe you and you believe me
지나간 일은 모두 놓아주러 갈까
(놓아줄까)
도망가지 말고
도망가지 말고",
,,59,문문,,비행운,가능,,FALSE,FALSE,"매일 매일이 잿빛이더라구
팽이 돌듯이 빙빙 돌더라구
어른이라는 따분한 벌레들이
야금 야금 꿈을 좀 먹더라구

나는 자라 겨우 내가 되겠지
뿔이 자라난 어른이 될테니
억지로 라도 웃어야지 하는데
그럼에도 좀 울적하더라구

어제와 오늘의 온도가 너무 달라서
비행운이 만들어졌네
내가 머물기에 여기는 너무 높아서
한숨 자국만 깊게 드러났네

나는 자라 겨우 내가 되겠지
뿔이 자라난 어른이 될 테니
억지로 라도 웃어야지 하는데
그럼에도 좀 울적 하더라구

어제와 오늘의 온도가 너무 달라서
비행운이 만들어졌네
내가 머물기에 여기는 너무 높아서
한숨 자국만 깊게 드러났네

어제와 오늘의 온도가 너무 달라서
비행운이 만들어졌네
내가 머물기에 여기는 너무 높아서
한숨 자국만 깊게 드러났네

꼬마가 간직했던 꿈은 무엇일까
오래된 일기장을 꺼내봤네
1996년 7월 20일에
우주 비행사라고 적어놨네",
,,60,미로,,괴물이 피는 숲,가능,Db (-1),TRUE,FALSE,"강자의 특권이 약자의 생존인
이 세상 속엔
시간은 멈추고 빗물은 마른 채
불타고 있어
감정의 꽃조차 모두 시든 채
부서진 정원엔
증오라는 작은 불씨만 남았네

시선은 어둠에 발걸음은 늪에
더 빠져든 채
사람은 사람을 서로가 서로를
죽이고 있어
사랑의 말조차 모두 사라진 채
먼지만 남았네
그럼에도 그 속에서 피어난

아주 작고 작은 눈동자 사이에서도
이토록 빛나는 세상을 담고 있어
서툰 말, 표정조차 이리 녹아가는 건
더없이 또 덧없이 끝없이 바래왔던 것

부딪혀가지만 부서져가지만
그 아름다움만 물들어 버려서
또다시 찾아온 이 불길이
날 다시 지옥으로 불러도
깊어지는 눈 그뿐인 밤하늘이 또 널
노려본대도 계속 지켜 갈 테니까
망가진 그곳에서 아름답게 지금만
약속했던 그대로 널 지켜낼 테니

모두의 손끝에 더럽혀진 눈빛은
또 무너진 채
밤 하늘에 걸친 저 구름의 색을
머금고 있어

마음은 서로를 위해 또 자신을 위해
태어난 거니까
그 속에도 지켜야 할 상처를


모두 새겨진 채로 지금 이곳에 서서
이토록 빛나는 세상을 그려가도
나약한 이 마음에 다시 쥐어지는 건
더없이 또 덧없이 한없이 외쳐왔던 것

사라져가지만 망가져가지만
그 아름다움만 물들어 버려서
또다시 찾아온 이 아픔이
날 다시 괴롭히고 피어도
거친듯한 숨 그 모든 밤하늘이 또 널
노려본대도 계속 살아갈 테니까
잔인한 이곳에서 헤매이고 지쳐도
약속했던 그대로 널 지켜낼 테니

지금 이 모든 걸 지워낼 수 있어도
그대가 없인 의미가 없죠
이 순간들이 괴롭고 상처가 돼도
결국 우린 이겨낼 테니

누군가에 의해 누군가를 위해
피어나는 것이 아닌 피워내는 것을
멈추지 않아도 감추지 않아도
서로를 바라본 채로

부딪혀가지만 부서져가지만
그 아름다움만 물들어 버려서
우리를 찾아온 이 불길이
또다시 마지막을 불러도
깊어지는 눈 그 모든 밤 하늘이 또 널
미워한대도 계속 사랑할 테니까
이 세상의 끝에서 모두 잊어버려도
약속할게 이대로
우린 곧 피어나",
,,61,미연,,달빛에 그려지는,가능,B - Ab (-2),TRUE,FALSE,"창가에 내려오는
달빛이 내 맘을 스쳐요
잠들지 못한 밤에 홀로
그대의 이름을 불러요

애달픈 목소리가
그대의 숨결마다
차가운 바람에 날 시려오고

아프게 멀어져 간
그리운 그대 모습
다시 눈물처럼 차오른다

달빛에 그려지는
잊지 못할 나의 사랑아
이별은 망설임도 없이
그리움만 놓고 갔구나

손끝에 부서질까
한숨에 흩어질까
날 품에 안았던 그대의 미소

그리운 추억마다
그대의 나날들이
끝도 없이 내 안에 번진다

달빛에 그려지는
잊지 못할 나의 사랑아
이별은 망설임도 없이
그리움만 놓고 갔구나

나의 밤이 되어준
잊지 못할 나의 사랑아
애달픈 별도 달도 없이
그리움만 두고 갔구나",
,,62,민쇼크,,빈 하늘에 불꽃을 그린다,가능,Db (-1),FALSE,FALSE,"잠이 안와서 난 생각에 잠겨

창가에 다가가 하늘을 올려봐

텅 빈 밤하늘에 너와 내가 함께했던

그날 추억을 또 떠올리는 나

눈이 부시던 한여름의 추억

그날 밤 생각에 잠을 망친 거야

소란스런 마음과 저 조용한 밤하늘이

너무 달라서 또 너를 찾나 봐

한강 불빛 수많은 사람들

그 속에서 너를 놓칠까 손을 꼭 잡았던

불꽃 전에 적막이 스칠 때

모두가 숨죽이고 기다리면

소리가 나고 불꽃이 번쩍 너와 내가 넋을 놨던 밤

소리가 나고 불꽃이 번쩍 네 어깨에 기대었던 밤

소리가 나고 불꽃이 번쩍 이제는 새하얀 연기 속에

희미해져버린 여름 안에서

조용한 밤에 멍하니 서서 그 소리를 들어보곤 해

어두운 밤에 멍하니 서서 그 불꽃을 그려보곤 해

기댈 곳 없는 너 없는 나는 환하게 빛나는 별들 만이

위로해 주는 밤하늘 아래서",살짝 미흡
