,,1,40,,듣는편지,가능,D (+2),FALSE,FALSE,"저 별을 가져다 너의 두 손에 선물하고 싶어

내 모든 걸 다 담아서 전해주고파
Sometimes I cry 널 잃을까
Sometimes I feel 내 품에 잠들어 있는 너

I promise you 첫눈이 오는 날에
I promise you 너와 함께
두 손을 마주잡고 그날을 거닐며 외쳐
I love you 잡은 두 손은 흐르는 세월 모르길

그 자리 니 온기 하나하나 담아두고 싶은걸
내 맘이 그래 오래도록
Sometimes I cry 날 잊을까
Sometimes I feel 살며시 눈감아 주는 너

I promise you 첫눈이 오는 날에
I promise you 너와 함께
두 손을 마주잡고 그날을 거닐며 외쳐
I love you 잡은 두 손은 흐르는 세월 모르길

I promise you 첫눈이 오는 날에
I promise you 너와 함께
두 손을 마주잡고 그날을 거닐며 외쳐
I love you 잡은 두 손은 흐르는 세월 모르길",
,,2,#안녕,,가질 수 없는 너,가능,Bb,FALSE,FALSE,"술에 취한 니목소리 문득 생각났다던 그말
슬픈 예감 가누면서 네게로 달려갔던날 그밤
희미한 두눈으로 날 반기며 넌 말했지
헤어진 그를 위해선 남아있는 니삶도 버릴수 있다고
며칠사이 야윈 널달래고 집으로 돌아 오면서
마지막 까지도 하지못한말 혼자서 되뇌 였었지
사랑한다는 마음으로도 가질수 없는 사람이 있어
나를봐 이렇게 곁에 있어도 널 갖진 못하잖아
눈물섞인 니목소리 내가 필요하다던 그말
그것으로 족한거지 나하나 힘이 된다면 네게
붉어진 두눈으로 나를 보며 넌물었지
사랑의 다른이름은 아픔이라는 것을 알고있느냐고
며칠 사이 야윈 널달래고 집으로 돌아 오면서
마지막까지도 하지 못한 말 혼자서 되뇌였었지
사랑한다는 마음으로도 가질수 없는 사람이 있어
나를봐 이렇게 곁에 있어도 널갖진 못하잖아",
,,3,#안녕,,너의 번호를 누르고,가능,,FALSE,FALSE,"우연히 너를 만나서
너의 옆자리에 앉아
그렇게 우린 친해졌어

짧은 시간에 그렇게
가까워질 수 있다는게
그게 참 신기했어

소소한 일상부터
어린 시절 얘기 까지도
그리 똑같진 않아도
말이 참 잘 통해서
더 짧았던 거야

너의 번호를 누르고
설레임을 가득 채우다
너의 번호를 지우며
좋았던 시간을 덜어내

그때 난 왜 몰랐을까
이뤄질 수 없는
짧은 시간속의
우린 여기 까지인 가봐

어쩌다 먼 훗날에
그때 우리 약속 기억 날까
아쉬움만 가득했던
그때 난 왜 그랬을까

너의 번호를 누르고
설레임을 가득 채우다
너의 번호를 지우며
좋았던 시간을 덜어내

그때 난 왜 몰랐을까
이뤄질 수 없는
짧은 시간속의
우린 여기까지인 가봐

아무일 없이 살다보면
모두 잊혀질거라
또 맘을 속이고 달래도
자꾸만 그 때 니가 생각나
또 너를 부르게 돼

너의 번호를 누르고
설레임을 가득 채우다
너의 번호를 지우며
좋았던 시간을 덜어내

그때 난 왜 몰랐을까
이뤄질 수 없는
짧은 시간속의
스쳐가버린
그 때 그 시절 속의
우린 여기까지인 가봐",
,,4,015B,,1월부터 6월까지,미흡,F# (+6),FALSE,FALSE,"유난히 춥던 1월13일
웃음 많던 그녈 처음 만났죠
한번도 생일을 남자친구와
보낸 적 없다는 그녀를

신발과 가방을 좋아했지만
그 모습이 귀엽게만 보였고
내 뒷모습이 슬퍼 보인다며
사진을 찍다가 그녀가 웃었죠

햇살 따스한 4월의 첫날
그녀를 처음 울리고 말았죠
퉁퉁 부어버린 그녀 고운 두 눈
나도 그만 울어버렸죠

싸울 때마다 우리는 서서히
이별이란 단얼 입에 올렸죠
서로 며칠씩 연락도 안 한 채
기 싸움도 벌이곤 했죠

매일 그녀를 데리러 가던 길
늘 설렜다는 걸 그녀는 알까요
내 인생 한번도 그녀를 이길
그 어떤 누구도 만난 적 없었죠

6월17일 힘들었던 그녀
내게 그만 헤어지자고 했죠
결국 그녀에게 상처만 줬네요
진짜 내 맘 그게 아닌데

한 달도 지나고 1년도 지나고
지금도 그녀가 가끔
보고 싶어질 때가 있죠

이촌동 그 길 아직도 지날 땐
마치 어제 일처럼 선명해요
밤의 공원도 그 햄버거 집도
지하상가 그 덮밥집도",
,,5,10cm,,고백,가능,,FALSE,FALSE,"중2때까지 늘 첫째 줄에
겨우 160 이 됐을 무렵
쓸만한 녀석들은 모두 다
이미 첫사랑 진행 중
정말 듣고 싶었던 말이야
물론 2년전 일이지만
기뻐야하는 게 당연한데
내 기분은 그게 아냐

하지만 미안해 이 넓은
가슴에 묻혀
다른 누구를 생각했었어
미안해 너의 손을 잡고
걸을 때에도
떠올렸었어 그 사람을

널 좋아하면 좋아할수록
상처 입은 날들이 더 많아
모두가 즐거운 한 때에도
나는 늘 그곳에 없어
정말 미안한 일을 한걸까
나쁘진 않았었지만
친구인 채 였다면 오히려
즐거웠을 것만 같아
하지만 미안해 네 넓은
가슴에 묻혀
다른 누구를 생각했었어
미안해 너의 손을 잡고
걸을 때에도
떠올랐었어 그 사람이

하지만 미안해 이 넓은
가슴에 묻혀
다른 누구를 생각했었어
미안해 너의 손을 잡고
걸을 때에도
떠올렸었어 그 사람을

중2때까지 늘 첫째 줄에
겨우 160 이 됐을 무렵
쓸만한 녀석들은 모두 다
이미 첫사랑 진행 중",
,,6,10cm,,그라데이션,가능,D (+3),FALSE,FALSE,"밤은 다시 길고 깊어졌네
나는 점점 너로 잠 못 들게 돼
글로 적어내긴 어려운 이 기분을
너도 느꼈으면 좋겠는데

너는 아무 생각 없이 몇 번
나를 지나가며 웃은 거라지만
나의 하얀 옷에 너의 잉크가 묻어
닦아낼 수 없을 만큼 번졌네

달콤한 색감이 물들어 조금씩
정신을 차렸을 땐 알아볼 수도 없지
가득 찬 마음이 여물다 못해 터지고 있어
내일은 말을 걸어봐야지

요즘 노랜 뭔가 맘에 안 들어
네게 불러 주기엔 좀 어려워서
나름 며칠 밤을 새워 연습했지만
네게 들려주기엔 무리인 것 같아

너는 번질수록 진해져 가고
나의 밤은 좀 더 길고 외롭지만
하루종일 떠오르는 너의 얼굴은
방을 가득 채워 무지개같이

달콤한 색감이 물들어 조금씩
정신을 차렸을 땐 알아볼 수도 없지
가득 찬 마음이 여물다 못해 터지고 있어
내일은 말을 걸어봐야지

바람을 맞고 빗물에 젖어
나의 색감도 흐려지겠지만
너는 항상 빛에 반짝일 테니까

멋진 말들을 전하지 못하고
아무도 관심 없는 그림이 되겠지만
달콤한 색감은 감추지 못해 터지고 있어
내일은 말을 걸어봐야지

그냥 이 노래가 어떨까 싶어",
,,7,10cm,,그러나,가능,,FALSE,FALSE,"오랜만에 나를 마주치는

어느정도 가까운 사람들이

나에게 다가와 인사하며

꺼내는 너의 얘기



누구와 만나 무얼 했는지

너 요즘은 어떤지 살만 한지

소식과 근황을 전하고 나면

내 걱정으로 마무리



그럼 나는 웃으면서 다행이네

나 괜찮아 문제 없어



그러나 사실은 슬프게도 나는 괜찮지 않지

매일밤 매일밤 눈 감으면 꿈 속의 널 죽도록 미워하지



언짢은 기분을 내비치며

널 나쁘게 말하는 친구에게

아냐 이제와 다시 돌이켜 보면

오히려 고맙다고



다시 나는 웃으면서 다행이네

나 괜찮아 문제 없어



그러나 사실은 슬프게도 전혀 괜찮지 않지

매일밤 매일밤 어김없이 꿈 속의 널 마주하지

그러나 누구나 알고 있지 나는 괜찮지 않지

매일밤 매일밤 눈 감으면 꿈 속의 널 죽도록 미워하지



그럼 나는 어떡하지

하루하루 거짓말은 쌓여가지 ",
,,8,10cm,,너에게 닿기를,가능,Db (+4),FALSE,FALSE,"따사로운 햇살 속에서
종소리가 울려 퍼지네
뺨을 매만지는 바람
한숨만은 깊어져만 가고
저 멀리서 핑 도는 눈물
이름을 붙여준 내일
포개어지는 미래 빛 라인
천진난만한 이런 기분도
신이 나서 날아갈 정도로 웃었던 날도
사랑스럽고 소중하게 키울 수 있도록
어렵고 힘들었던 시간을 넘어서
아주 많은 처음을 주었잖아
이어져 가서는 닿기를
천진난만한 이런 기분도
신이 나서 날아갈 정도로 웃었던 날도
사랑스럽고 소중하게 키울 수 있도록
어렵고 힘들었던 시간을 넘어서
아주 많은 처음을 주었잖아
이어져 가서는
천진난만한 이런 기분도
신이 나서 날아갈 정도로 웃었던 날도
사랑스럽고 소중하게 키울 수 있도록
어렵고 힘들었던 시간을 넘어서
아주 많은 처음을 주었잖아
이어져 가서는
이어져 가서는 닿기를",
,,9,10cm,,매트리스,가능,,FALSE,FALSE,"오늘밤 너는 나와 이불 속에 들어가
아무것도 하지 말고 그냥 바라보다가
웃음을 참지 못하고 먼저 깜빡인 사람
그사람이 졌으니까 마실 것 좀 가져와

새로 산 침대와
그 속의 우리가
세상의 전부인 거라면
그럼 우린 나갈 필요 없으니까

난 어설픈 말장난을 좀 해보려다가
어느새 잠든 너의 얼굴이 뚫어져라
괜히 감동 하고 있어
굳이 말로 하지 않아도

자꾸만 나도 모르게 이불을 끌어 오는
이유는 모르겠지만 다신 그러지 않을게
눈 앞에 계속 있어줘 내가 귀찮을 만큼
다리 올려놔도 좋아 내겐 가벼우니까

새로 산 침대와
그 속의 우리가
세상의 전부인 것처럼
그럼 우린 잠들 수도 없으니까

난 어설픈 말장난을 또 해보려다가
그새 또 잠든 너의 얼굴이 뚫어져라
다시 감동하고 있어
굳이 말로 하지 않아도
난 이러고 계속 있어도 되는 걸까
넌 또다른 많은 밤들을 나와 있어 줄까
제발 날 보고 또 웃어
굳이 말로 하지 않아도

오늘은 내가 유난히 말이 많은 것 같아
몰라, 같이 있으니까 괜히 들떠있나봐
뒤에서 날 꼭 안아줘 어깨에 턱을 괴고
그리곤 가만히 있어 잠들 것 같으니까",
,,10,10cm,,봄이 좋냐 ??,가능,,FALSE,FALSE,"꽃이 언제 피는지 그딴 게 뭐가 중요한데
날씨가 언제 풀리는지 그딴 거 알면 뭐 할 건데
추울 땐 춥다고 붙어있고
더우면 덥다고 니네 진짜 이상해
너의 달콤한 남친은 사실 PC방을 더
가고 싶어하지 겁나 피곤하대
봄이 그렇게도 좋냐 멍청이들아
벚꽃이 그렇게도 예쁘디 바보들아
결국 꽃잎은 떨어지지 니네도 떨어져라
몽땅 망해라
망해라
아무 문제 없는데 왜 나는 안 생기는 건데
날씨도 완전 풀렸는데 감기는 왜 또 걸리는데
추울 땐 추워서 안 생기고
더우면 더워서 인생은 불공평해
너의 완벽한 연애는 아직 웃고 있지만
너도 차일거야 겁나 지독하게
봄이 그렇게도 좋냐 멍청이들아
벚꽃이 그렇게도 예쁘디 바보들아
결국 꽃잎은 떨어지지 니네도 떨어져라
몽땅
손 잡지 마
팔짱 끼지 마
끌어 안지 마
제발 아무것도 하지 좀 마
설레지 마
심쿵하지 마
행복하지 마
내 눈에 띄지 마
봄이 그렇게도 좋냐 멍청이들아 (멍청이들아)
벚꽃이 그렇게도 예쁘디 바보들아
결국 꽃잎은 떨어지지 니네도 떨어져라
몽땅 망해라
망해라 (yeah-yeah)
망해라
망해라 (ooh)",
